First name,Last name,National Insurance number,In which tax year was the money purchase pension savings statement issued? (XXXX to XXXX),What is the total of the member’s pension input amounts for money purchase arrangements under the scheme for the tax year that the purchase pension savings statement was issued? (£)
Keara,Kirlin,AB762961C,2022 to 2023,124.72
Estell,Kuvalis,AB263348C,2022 to 2023,192.53
Una,King,AB819436C,2022 to 2023,664.42
Rosamond,Padberg,AB561265C,2022 to 2023,124.25
Immanuel,Zemlak,AB636407C,2022 to 2023,743.90
Bradford,Jast,AB808144C,2022 to 2023,648.67
Adam,Ondricka,AB172926C,2022 to 2023,662.39
Penelope,Weissnat,AB924300C,2022 to 2023,420.19
Alessandro,Windler,AB428535C,2022 to 2023,426.56
Kevin,Kassulke,AB220595C,2022 to 2023,294.04
Lynn,Welch,AB989801C,2022 to 2023,383.43
Shanna,Hodkiewicz,AB229541C,2022 to 2023,680.10
Jackson,Mayer,AB998097C,2022 to 2023,90.10
Saul,Brakus,AB224872C,2022 to 2023,720.82
Hayden,Carter,AB799382C,2022 to 2023,889.30
Abagail,Hills,AB776022C,2022 to 2023,488.44
Jerald,Predovic,AB134998C,2022 to 2023,320.20
Earnest,Moen,AB860575C,2022 to 2023,420.17
Anabel,Kling,AB708394C,2022 to 2023,414.43
Reuben,Schaefer,AB610795C,2022 to 2023,792.77
Marlin,Brekke,AB725114C,2022 to 2023,493.50
Lucius,Littel,AB520663C,2022 to 2023,329.29
Florine,Fisher,AB847853C,2022 to 2023,933.62
Dameon,Parisian,AB793583C,2022 to 2023,407.43
Gregory,Fahey,AB192340C,2022 to 2023,714.44
Eulalia,Frami,AB305451C,2022 to 2023,295.92
Katrine,Beier,AB997278C,2022 to 2023,60.02
Justice,Gerlach,AB805496C,2022 to 2023,459.13
Lauryn,Okuneva,AB608945C,2022 to 2023,30.80
Chaim,Gislason,AB910638C,2022 to 2023,180.86
Derrick,Langworth,AB308616C,2022 to 2023,120.21
Fatima,Thompson,AB732462C,2022 to 2023,535.30
Timmy,Pollich,AB134500C,2022 to 2023,431.40
Edison,Morissette,AB454352C,2022 to 2023,897.10
Cecilia,Dach,AB586118C,2022 to 2023,109.28
Zack,Hyatt,AB196995C,2022 to 2023,95.53
Korey,Jacobson,AB836837C,2022 to 2023,528.48
Leland,Reichel,AB948762C,2022 to 2023,651.66
Una,Bruen,AB900963C,2022 to 2023,715.91
Jarvis,Pollich,AB775818C,2022 to 2023,184.53
Era,Cummings,AB628445C,2022 to 2023,799.50
Malinda,Schimmel,AB581042C,2022 to 2023,53.14
Camylle,Hagenes,AB223880C,2022 to 2023,408.19
Aiden,Collier,AB270436C,2022 to 2023,923.26
Bria,Spinka,AB642180C,2022 to 2023,109.96
Alanna,Kuvalis,AB206413C,2022 to 2023,354.93
Jason,Kling,AB604358C,2022 to 2023,491.19
Ada,Smitham,AB748435C,2022 to 2023,975.83
Maria,O'Kon,AB598230C,2022 to 2023,217.39
Enola,Jenkins,AB274075C,2022 to 2023,453.35
Jonas,Gerlach,AB334932C,2022 to 2023,550.86
Ella,Kshlerin,AB324061C,2022 to 2023,428.76
Jaclyn,Torp,AB939785C,2022 to 2023,677.74
Amalia,Bartell,AB318253C,2022 to 2023,527.69
Edyth,O'Reilly,AB212766C,2022 to 2023,958.69
Guy,Lynch,AB816574C,2022 to 2023,250.89
Corrine,Powlowski,AB851028C,2022 to 2023,767.54
Freda,Spinka,AB891721C,2022 to 2023,518.59
Mason,Nolan,AB713653C,2022 to 2023,390.57
Jett,Cruickshank,AB304991C,2022 to 2023,694.33
Althea,Strosin,AB484803C,2022 to 2023,246.62
Lavinia,Heaney,AB786847C,2022 to 2023,217.16
Alisha,Watsica,AB705785C,2022 to 2023,449.91
Vinnie,Powlowski,AB722141C,2022 to 2023,711.60
Rebecca,Corkery,AB802530C,2022 to 2023,178.76
Keenan,Hartmann,AB320890C,2022 to 2023,931.04
Judson,Pfeffer,AB358519C,2022 to 2023,173.07
Ashtyn,Hammes,AB598882C,2022 to 2023,28.43
Fritz,Treutel,AB304183C,2022 to 2023,430.48
Vincent,Huel,AB859345C,2022 to 2023,659.40
Aisha,Smitham,AB107946C,2022 to 2023,973.89
Jaquelin,Walsh,AB396035C,2022 to 2023,207.40
Price,Labadie,AB715452C,2022 to 2023,933.25
Belle,Borer,AB862687C,2022 to 2023,229.31
Samir,Connelly,AB329402C,2022 to 2023,172.03
Velma,Beer,AB597183C,2022 to 2023,1.67
Cali,Grant,AB227081C,2022 to 2023,853.17
Berta,Kemmer,AB955859C,2022 to 2023,536.21
Cassandra,Streich,AB191812C,2022 to 2023,545.47
Holden,Lowe,AB953584C,2022 to 2023,206.06
Martin,Miller,AB299840C,2022 to 2023,528.76
Ezequiel,Gutmann,AB168309C,2022 to 2023,749.20
Roberto,Yundt,AB930193C,2022 to 2023,869.65
Khalil,Wolff,AB192859C,2022 to 2023,494.50
Simone,Schaefer,AB501364C,2022 to 2023,97.71
Narciso,Dicki,AB929240C,2022 to 2023,176.69
Dortha,Bednar,AB772900C,2022 to 2023,736.44
Turner,Reilly,AB489040C,2022 to 2023,96.23
Rosalia,Marvin,AB132039C,2022 to 2023,249.15
Alene,Halvorson,AB968672C,2022 to 2023,248.40
Preston,Schoen,AB559821C,2022 to 2023,393.67
Lessie,Becker,AB837842C,2022 to 2023,973.70
Alphonso,Leffler,AB423609C,2022 to 2023,701.47
Kianna,Kemmer,AB694091C,2022 to 2023,266.48
Dorian,Veum,AB963418C,2022 to 2023,866.30
Bonnie,Goyette,AB295786C,2022 to 2023,981.89
Bernice,Dach,AB653354C,2022 to 2023,401.01
Jaylan,Legros,AB127332C,2022 to 2023,995.16
Dedrick,Vandervort,AB601131C,2022 to 2023,318.60
Kenyatta,Littel,AB599956C,2022 to 2023,807.01
Maeve,Dicki,AB581551C,2022 to 2023,934.34
Nakia,Berge,AB726807C,2022 to 2023,739.23
Virginia,Krajcik,AB840938C,2022 to 2023,467.69
Athena,Green,AB537241C,2022 to 2023,851.52
Raquel,Goyette,AB806644C,2022 to 2023,322.08
Kailee,Mertz,AB369472C,2022 to 2023,137.97
Jacinthe,Gibson,AB127902C,2022 to 2023,849.54
Gavin,Gottlieb,AB776868C,2022 to 2023,917.60
Bridgette,Ruecker,AB689310C,2022 to 2023,891.86
Karli,Kutch,AB283475C,2022 to 2023,1.00
Bette,VonRueden,AB527063C,2022 to 2023,361.88
Grady,Braun,AB935936C,2022 to 2023,438.14
Maddison,Veum,AB540717C,2022 to 2023,165.94
Samir,Lebsack,AB118523C,2022 to 2023,967.42
Harley,Hudson,AB189304C,2022 to 2023,500.48
Kaycee,Rice,AB373173C,2022 to 2023,157.00
Elenora,Flatley,AB129148C,2022 to 2023,204.89
Candida,Senger,AB389901C,2022 to 2023,950.55
Edythe,Homenick,AB248199C,2022 to 2023,608.78
Ernie,Bauch,AB205503C,2022 to 2023,154.16
Bradly,Grimes,AB949250C,2022 to 2023,138.16
Olaf,O'Connell,AB230119C,2022 to 2023,156.00
Keagan,Trantow,AB668757C,2022 to 2023,362.65
Virgil,Skiles,AB242648C,2022 to 2023,941.37
Virgil,Yost,AB365434C,2022 to 2023,122.35
Margaret,Zboncak,AB573356C,2022 to 2023,280.27
Xander,Rice,AB486831C,2022 to 2023,402.48
Dana,Denesik,AB394666C,2022 to 2023,865.52
Luz,Bradtke,AB202570C,2022 to 2023,449.47
Ernesto,Feest,AB670119C,2022 to 2023,699.54
Kathlyn,Bashirian,AB576622C,2022 to 2023,470.78
Travis,Kris,AB919307C,2022 to 2023,253.15
Brandi,Schmitt,AB341206C,2022 to 2023,23.53
Lauretta,Johns,AB618859C,2022 to 2023,53.87
Leone,Green,AB304533C,2022 to 2023,480.14
Scottie,Kuhlman,AB150348C,2022 to 2023,139.58
Grayson,Tillman,AB442770C,2022 to 2023,668.63
Dashawn,Renner,AB808848C,2022 to 2023,620.74
Jaron,Herman,AB305553C,2022 to 2023,41.62
Merritt,Orn,AB815807C,2022 to 2023,726.46
Luna,Breitenberg,AB596380C,2022 to 2023,354.32
Chanelle,Von,AB863239C,2022 to 2023,673.62
Newton,Rowe,AB197444C,2022 to 2023,425.50
Julie,Turcotte,AB849685C,2022 to 2023,38.92
Matteo,Lakin,AB637435C,2022 to 2023,137.02
Imelda,Steuber,AB386826C,2022 to 2023,334.85
Faye,Maggio,AB474761C,2022 to 2023,650.86
Margarett,Buckridge,AB894457C,2022 to 2023,214.78
Nicola,Thiel,AB465999C,2022 to 2023,954.18
Zechariah,Lubowitz,AB320307C,2022 to 2023,937.83
Jeramy,Ruecker,AB953252C,2022 to 2023,439.18
Natalie,Kertzmann,AB434975C,2022 to 2023,926.38
Chanelle,Murray,AB458802C,2022 to 2023,535.08
Melvin,Harber,AB399025C,2022 to 2023,898.72
Lonzo,Wuckert,AB711403C,2022 to 2023,231.87
Adrian,Lebsack,AB452216C,2022 to 2023,448.69
Lera,Weber,AB588701C,2022 to 2023,380.28
Leilani,Bartell,AB201233C,2022 to 2023,157.27
Stacey,Crona,AB478255C,2022 to 2023,114.54
Reba,Frami,AB282402C,2022 to 2023,679.03
Vivianne,Buckridge,AB300427C,2022 to 2023,218.68
Velva,Reinger,AB404343C,2022 to 2023,23.14
Francesco,Doyle,AB200698C,2022 to 2023,433.68
Laurie,Herman,AB626601C,2022 to 2023,580.79
Gwendolyn,Stoltenberg,AB444184C,2022 to 2023,752.07
Loyce,Monahan,AB857484C,2022 to 2023,414.90
Dashawn,Windler,AB342837C,2022 to 2023,358.16
Stevie,Ebert,AB464158C,2022 to 2023,285.59
Myah,Wiegand,AB925352C,2022 to 2023,307.83
Marjory,Cole,AB813712C,2022 to 2023,936.25
Ernestina,Emmerich,AB799886C,2022 to 2023,511.70
Griffin,Abbott,AB541542C,2022 to 2023,705.85
Verda,Kuphal,AB893837C,2022 to 2023,130.28
Lily,Tremblay,AB205850C,2022 to 2023,805.15
Franco,Hand,AB263042C,2022 to 2023,503.60
Dallin,Rutherford,AB605166C,2022 to 2023,619.12
Kamron,Hayes,AB174403C,2022 to 2023,302.90
Michaela,Schowalter,AB169124C,2022 to 2023,967.03
Marcelino,Lubowitz,AB855041C,2022 to 2023,418.74
Leanna,Yost,AB656152C,2022 to 2023,600.49
Chelsey,Stoltenberg,AB731519C,2022 to 2023,336.76
Kylie,Okuneva,AB692028C,2022 to 2023,787.41
Jarod,Abbott,AB305203C,2022 to 2023,145.80
Meda,Hagenes,AB314053C,2022 to 2023,81.53
Rebekah,Blick,AB519621C,2022 to 2023,36.36
Marie,Block,AB708809C,2022 to 2023,710.69
Bettye,Runte,AB948246C,2022 to 2023,108.45
Erwin,Cremin,AB659086C,2022 to 2023,77.31
Kamren,Dare,AB841715C,2022 to 2023,566.48
Jannie,Satterfield,AB566597C,2022 to 2023,122.99
Itzel,Shanahan,AB370925C,2022 to 2023,288.23
Elissa,Quitzon,AB351985C,2022 to 2023,225.06
Thurman,Kunde,AB930224C,2022 to 2023,970.08
Opal,Conn,AB801977C,2022 to 2023,117.07
Trycia,Jenkins,AB322857C,2022 to 2023,877.30
Adrien,Lehner,AB609613C,2022 to 2023,29.17
Althea,Hyatt,AB245785C,2022 to 2023,86.09
Citlalli,Rodriguez,AB198770C,2022 to 2023,85.38
Oswald,Pollich,AB990222C,2022 to 2023,320.88
Isaiah,Conn,AB765730C,2022 to 2023,488.51
Wilfrid,Dickens,AB887788C,2022 to 2023,200.55
Kasey,Lowe,AB314214C,2022 to 2023,469.74
Kyler,Hermann,AB885704C,2022 to 2023,849.21
Kariane,Reynolds,AB961049C,2022 to 2023,83.49
Donavon,Hagenes,AB209841C,2022 to 2023,682.64
Adan,Ullrich,AB659544C,2022 to 2023,717.43
Adan,Boehm,AB410005C,2022 to 2023,336.06
Omer,Baumbach,AB371419C,2022 to 2023,550.24
Carmella,Lang,AB668328C,2022 to 2023,295.93
Frieda,Stark,AB749944C,2022 to 2023,841.46
Everette,Mertz,AB158748C,2022 to 2023,692.95
Savanna,Kessler,AB161529C,2022 to 2023,851.83
Misael,Bernier,AB650912C,2022 to 2023,796.85
Jocelyn,Block,AB661664C,2022 to 2023,771.37
Harold,Durgan,AB885544C,2022 to 2023,66.82
Myrtie,Hayes,AB650764C,2022 to 2023,999.01
Rosemarie,Gorczany,AB458371C,2022 to 2023,19.99
Calista,Murazik,AB435305C,2022 to 2023,191.63
Deanna,Kuhlman,AB172582C,2022 to 2023,940.06
Marianne,Nicolas,AB351203C,2022 to 2023,158.07
Lionel,Wintheiser,AB732213C,2022 to 2023,112.28
Hector,Roberts,AB258747C,2022 to 2023,968.48
Marcus,Romaguera,AB636922C,2022 to 2023,158.98
Abbey,Leffler,AB224396C,2022 to 2023,302.47
Catharine,Corkery,AB457611C,2022 to 2023,102.03
Chester,Borer,AB909433C,2022 to 2023,65.57
Estel,Corkery,AB596999C,2022 to 2023,633.32
Elise,Sipes,AB846669C,2022 to 2023,662.87
Ferne,Quitzon,AB167711C,2022 to 2023,915.00
Felipa,Howell,AB899447C,2022 to 2023,414.97
Van,Willms,AB533043C,2022 to 2023,559.01
Jordan,Zemlak,AB609294C,2022 to 2023,858.08
Jaylen,Jones,AB644306C,2022 to 2023,197.22
Alexandra,Cummings,AB356482C,2022 to 2023,151.71
Constance,Hodkiewicz,AB135250C,2022 to 2023,470.76
Theodore,Funk,AB875792C,2022 to 2023,368.48
Eldridge,Wuckert,AB569608C,2022 to 2023,947.02
Johnathan,Jakubowski,AB218174C,2022 to 2023,960.64
Garret,Schuster,AB423977C,2022 to 2023,596.92
Stewart,Quigley,AB750545C,2022 to 2023,193.82
Letitia,Kemmer,AB606520C,2022 to 2023,341.37
Tyler,Ullrich,AB421986C,2022 to 2023,320.33
Daniella,Shanahan,AB680018C,2022 to 2023,835.69
Gerry,Keebler,AB422907C,2022 to 2023,440.17
Kasandra,Murray,AB977746C,2022 to 2023,60.65
Carter,Schoen,AB445158C,2022 to 2023,746.44
Lucious,Fadel,AB544753C,2022 to 2023,16.46
Erin,Oberbrunner,AB778156C,2022 to 2023,25.98
Marilou,Dicki,AB447595C,2022 to 2023,191.66
Woodrow,Dickinson,AB817981C,2022 to 2023,98.53
Khalil,Glover,AB895776C,2022 to 2023,384.69
Jade,Strosin,AB925967C,2022 to 2023,664.60
Liam,Schulist,AB504308C,2022 to 2023,24.56
Carmen,Emmerich,AB409509C,2022 to 2023,285.79
Trever,Stoltenberg,AB763962C,2022 to 2023,239.84
Brant,Gerlach,AB533187C,2022 to 2023,597.04
Justine,Nicolas,AB338998C,2022 to 2023,924.62
Otha,D'Amore,AB414031C,2022 to 2023,741.16
Destini,Greenholt,AB210398C,2022 to 2023,146.21
Bettye,Bergstrom,AB754620C,2022 to 2023,179.62
Carmel,O'Reilly,AB981011C,2022 to 2023,749.48
Kathleen,Reinger,AB950352C,2022 to 2023,56.29
Magnolia,Rowe,AB984702C,2022 to 2023,633.23
Drake,Runolfsdottir,AB487818C,2022 to 2023,422.21
Samantha,Dibbert,AB422859C,2022 to 2023,613.00
Audrey,Weissnat,AB156530C,2022 to 2023,923.67
Kylee,Luettgen,AB235939C,2022 to 2023,720.96
Sylvia,Zulauf,AB218983C,2022 to 2023,220.05
Carolanne,Keebler,AB690024C,2022 to 2023,944.90
Roma,Rice,AB773336C,2022 to 2023,374.18
Henriette,Marvin,AB729013C,2022 to 2023,642.89
Lori,Rempel,AB287909C,2022 to 2023,274.78
Timmothy,Jast,AB413327C,2022 to 2023,859.03
Jimmie,Ward,AB134913C,2022 to 2023,57.28
Ronaldo,Kuvalis,AB914607C,2022 to 2023,571.90
Otho,Hickle,AB731415C,2022 to 2023,348.26
Aisha,Rowe,AB790295C,2022 to 2023,99.62
Matilda,Wyman,AB524024C,2022 to 2023,676.64
Joshuah,Macejkovic,AB742459C,2022 to 2023,840.99
Dina,Zemlak,AB565593C,2022 to 2023,550.99
Simone,Gulgowski,AB602739C,2022 to 2023,664.46
Loyce,Miller,AB459112C,2022 to 2023,619.43
Violette,Schaden,AB435448C,2022 to 2023,760.48
Kylee,Dare,AB634741C,2022 to 2023,784.36
Jordon,Schulist,AB252821C,2022 to 2023,415.82
Flavie,Connelly,AB759064C,2022 to 2023,806.73
Kenny,Ankunding,AB368823C,2022 to 2023,439.24
Kiley,Hegmann,AB472779C,2022 to 2023,468.62
Dejah,Howe,AB682570C,2022 to 2023,239.53
Joelle,Simonis,AB174748C,2022 to 2023,202.22
Roel,Fritsch,AB368055C,2022 to 2023,945.38
Jerrod,O'Conner,AB135268C,2022 to 2023,97.33
Samantha,Gleason,AB118939C,2022 to 2023,418.43
Rupert,Rolfson,AB320014C,2022 to 2023,22.57
Stuart,Bahringer,AB747218C,2022 to 2023,14.76
Evangeline,Strosin,AB685164C,2022 to 2023,178.02
Zachery,Hartmann,AB873281C,2022 to 2023,724.19
Kasandra,Vandervort,AB243721C,2022 to 2023,233.06
Aliyah,Bailey,AB750122C,2022 to 2023,417.03
Delphine,Weissnat,AB211315C,2022 to 2023,79.98
Oral,Dickens,AB546844C,2022 to 2023,779.02
Annamae,Dooley,AB638795C,2022 to 2023,513.37
Ward,Braun,AB416511C,2022 to 2023,888.81
Amos,Lind,AB181293C,2022 to 2023,648.40
Michelle,Zemlak,AB873517C,2022 to 2023,278.69
Danial,Sporer,AB467798C,2022 to 2023,540.19
Katarina,Jacobson,AB684030C,2022 to 2023,938.49
Malcolm,Dach,AB980612C,2022 to 2023,17.70
Dan,Romaguera,AB424655C,2022 to 2023,315.30
Elenora,Hamill,AB298839C,2022 to 2023,886.08
Coralie,Stehr,AB797597C,2022 to 2023,3.22
Gregg,Heaney,AB930531C,2022 to 2023,74.88
Arturo,Lesch,AB637543C,2022 to 2023,680.81
Maddison,Zieme,AB309576C,2022 to 2023,892.39
Adrianna,Dach,AB955790C,2022 to 2023,599.43
Marian,Wilkinson,AB784693C,2022 to 2023,773.43
Effie,Little,AB232328C,2022 to 2023,806.92
Sophia,Kub,AB952140C,2022 to 2023,596.98
Forest,Kautzer,AB373204C,2022 to 2023,413.01
Carleton,Kozey,AB398577C,2022 to 2023,613.86
Kory,Reichel,AB489521C,2022 to 2023,797.51
Cameron,Purdy,AB888691C,2022 to 2023,374.23
Clay,Gerhold,AB907954C,2022 to 2023,776.63
Kamren,Davis,AB613739C,2022 to 2023,58.67
Wava,Johnson,AB335464C,2022 to 2023,946.80
Nia,Stanton,AB389487C,2022 to 2023,831.02
Una,Waters,AB895454C,2022 to 2023,404.55
Trycia,Hirthe,AB987812C,2022 to 2023,344.55
Drake,Murphy,AB526001C,2022 to 2023,861.70
Judson,Runte,AB730036C,2022 to 2023,32.46
Lenny,Kerluke,AB690104C,2022 to 2023,119.13
Colin,Schowalter,AB240955C,2022 to 2023,158.37
Jerod,Ortiz,AB730995C,2022 to 2023,626.76
Raleigh,Willms,AB558598C,2022 to 2023,375.94
Lizzie,Raynor,AB821235C,2022 to 2023,189.77
Hyman,Ferry,AB989470C,2022 to 2023,65.03
Destinee,Collins,AB663981C,2022 to 2023,777.79
Ruben,Bailey,AB346445C,2022 to 2023,687.90
Berneice,Fritsch,AB694476C,2022 to 2023,784.36
Nathanial,Hintz,AB923286C,2022 to 2023,769.28
Golden,Cremin,AB742360C,2022 to 2023,11.69
Garnett,Larson,AB566284C,2022 to 2023,834.88
Francisca,Kautzer,AB361906C,2022 to 2023,970.06
Monroe,Daugherty,AB505288C,2022 to 2023,835.25
Cielo,Beier,AB701276C,2022 to 2023,276.87
Austyn,Labadie,AB416169C,2022 to 2023,146.22
Okey,Kshlerin,AB851424C,2022 to 2023,281.85
Lolita,Fay,AB743076C,2022 to 2023,213.09
Kim,Zemlak,AB823365C,2022 to 2023,338.84
Ally,Vandervort,AB397520C,2022 to 2023,537.53
Ian,Rice,AB482109C,2022 to 2023,928.63
Linwood,Rogahn,AB403847C,2022 to 2023,107.22
Retta,Conn,AB483051C,2022 to 2023,44.97
Colt,Doyle,AB150718C,2022 to 2023,505.20
Ivy,Gleason,AB241045C,2022 to 2023,698.04
Hudson,Waters,AB554185C,2022 to 2023,966.62
Gina,Reichert,AB998043C,2022 to 2023,869.78
Merl,Kiehn,AB614468C,2022 to 2023,189.13
Velma,Rempel,AB462484C,2022 to 2023,476.83
Jake,Kulas,AB862589C,2022 to 2023,389.51
Irving,Pfeffer,AB337105C,2022 to 2023,952.50
Rosa,Reilly,AB227804C,2022 to 2023,81.42
Olga,Hudson,AB987270C,2022 to 2023,365.16
Kim,Abbott,AB733058C,2022 to 2023,940.99
Conrad,Nicolas,AB285562C,2022 to 2023,21.08
Rollin,Schiller,AB634522C,2022 to 2023,217.37
Leila,Ritchie,AB511036C,2022 to 2023,698.69
Edwina,Muller,AB802334C,2022 to 2023,987.73
Jacky,Ortiz,AB864708C,2022 to 2023,374.13
Weldon,Hand,AB264653C,2022 to 2023,690.83
Augustus,Koelpin,AB234566C,2022 to 2023,946.28
Rodger,Franecki,AB344326C,2022 to 2023,831.02
Marlin,Greenholt,AB562874C,2022 to 2023,720.44
Leslie,Bruen,AB144015C,2022 to 2023,289.02
Brook,Luettgen,AB329327C,2022 to 2023,238.68
Geoffrey,Nienow,AB411640C,2022 to 2023,958.59
Arvel,Gulgowski,AB675253C,2022 to 2023,882.87
Reba,Jacobs,AB787153C,2022 to 2023,599.70
Gunnar,Wiegand,AB486342C,2022 to 2023,496.78
Brianne,Littel,AB864127C,2022 to 2023,404.28
Bettye,Bergnaum,AB665229C,2022 to 2023,100.14
Trudie,Schmidt,AB758881C,2022 to 2023,467.57
Joshua,Batz,AB352172C,2022 to 2023,284.22
Clemmie,Bailey,AB930241C,2022 to 2023,506.65
Casper,Crooks,AB444589C,2022 to 2023,725.35
Carmine,Beer,AB397231C,2022 to 2023,625.23
Kenyatta,Bogan,AB557306C,2022 to 2023,132.51
Verla,Murphy,AB826537C,2022 to 2023,784.04
Marlene,DuBuque,AB384751C,2022 to 2023,398.84
Damian,Upton,AB738866C,2022 to 2023,853.00
Tate,Ondricka,AB109884C,2022 to 2023,162.37
Santa,Friesen,AB534495C,2022 to 2023,788.62
Angel,Hermann,AB320751C,2022 to 2023,571.95
Cleo,Lebsack,AB764368C,2022 to 2023,171.27
Alayna,Ebert,AB524297C,2022 to 2023,508.73
Lesly,Crooks,AB363622C,2022 to 2023,599.31
Delpha,Barrows,AB675356C,2022 to 2023,274.44
Kaitlin,Dietrich,AB888224C,2022 to 2023,527.84
Sonny,Thiel,AB720664C,2022 to 2023,775.64
Maxwell,Nikolaus,AB938401C,2022 to 2023,328.81
Ardith,Hamill,AB773012C,2022 to 2023,237.88
Muhammad,Lubowitz,AB477287C,2022 to 2023,123.23
Chaim,Mann,AB668799C,2022 to 2023,272.01
Conner,Lubowitz,AB951645C,2022 to 2023,482.54
Rosalyn,VonRueden,AB479249C,2022 to 2023,272.80
Gianni,Hickle,AB907705C,2022 to 2023,282.94
Larissa,Corwin,AB914847C,2022 to 2023,116.34
Jarrell,Barton,AB458254C,2022 to 2023,931.78
Cara,Miller,AB155381C,2022 to 2023,553.76
Cameron,Hagenes,AB559818C,2022 to 2023,336.46
Damon,Cummings,AB841636C,2022 to 2023,751.70
Jairo,Considine,AB643650C,2022 to 2023,655.59
Maudie,Hansen,AB133924C,2022 to 2023,824.92
Joy,Walker,AB699777C,2022 to 2023,566.41
Jovanny,Dicki,AB162605C,2022 to 2023,774.51
Parker,Orn,AB832703C,2022 to 2023,485.94
Griffin,Davis,AB505843C,2022 to 2023,655.84
Aurelia,Towne,AB227304C,2022 to 2023,270.13
Laverna,Turner,AB780379C,2022 to 2023,33.31
Christophe,Rosenbaum,AB488702C,2022 to 2023,281.26
Chelsey,Bashirian,AB966553C,2022 to 2023,66.43
Brianne,Ruecker,AB643951C,2022 to 2023,152.80
Juliet,Schowalter,AB508957C,2022 to 2023,689.68
Wilson,Oberbrunner,AB943221C,2022 to 2023,307.63
Justina,Jewess,AB368781C,2022 to 2023,109.29
Ebony,Stiedemann,AB182961C,2022 to 2023,662.94
Ernesto,Schaefer,AB690301C,2022 to 2023,871.39
Phoebe,Johnson,AB300182C,2022 to 2023,433.68
Domenica,Kessler,AB221839C,2022 to 2023,866.65
Collin,Marquardt,AB531590C,2022 to 2023,92.63
Rosemarie,Mertz,AB960317C,2022 to 2023,125.09
Bradford,Reynolds,AB445782C,2022 to 2023,952.44
Jeff,Borer,AB823231C,2022 to 2023,980.04
Hassan,Bosco,AB898265C,2022 to 2023,854.12
Elinor,Raynor,AB698295C,2022 to 2023,307.44
Etha,Purdy,AB612871C,2022 to 2023,484.48
Nikolas,Howell,AB619186C,2022 to 2023,848.25
Antone,Doyle,AB873159C,2022 to 2023,888.68
Jaren,Bosco,AB223913C,2022 to 2023,742.84
Fausto,Kilback,AB679349C,2022 to 2023,738.24
Carmelo,Reilly,AB202277C,2022 to 2023,357.91
Glenna,Quigley,AB300282C,2022 to 2023,492.49
Kay,Crooks,AB727216C,2022 to 2023,327.48
Clementine,Emmerich,AB794533C,2022 to 2023,768.94
Saige,Boehm,AB989207C,2022 to 2023,765.69
Diego,Hessel,AB977324C,2022 to 2023,183.68
Ardella,Ondricka,AB437336C,2022 to 2023,786.43
Pascale,Boyer,AB178862C,2022 to 2023,403.26
Augustus,Kris,AB325108C,2022 to 2023,430.95
Meredith,Sawayn,AB285124C,2022 to 2023,459.67
Parker,Swaniawski,AB365439C,2022 to 2023,497.21
Douglas,Boyer,AB265970C,2022 to 2023,753.07
Tate,Waters,AB308492C,2022 to 2023,601.30
Shad,Walter,AB199847C,2022 to 2023,659.80
Giovanni,Lynch,AB520654C,2022 to 2023,913.61
Chelsie,Littel,AB207454C,2022 to 2023,250.82
Haylee,Gulgowski,AB657920C,2022 to 2023,564.89
Devante,Gleichner,AB379265C,2022 to 2023,686.80
Turner,Rath,AB960251C,2022 to 2023,958.14
Wilburn,Haag,AB692340C,2022 to 2023,36.08
Stan,Bergnaum,AB508427C,2022 to 2023,275.37
Olin,Schuppe,AB548285C,2022 to 2023,472.14
Avis,Quigley,AB594588C,2022 to 2023,967.96
Adriana,Daugherty,AB269912C,2022 to 2023,515.60
Marlee,Senger,AB111491C,2022 to 2023,269.23
Ronaldo,Brown,AB791018C,2022 to 2023,365.22
Nicholas,Kozey,AB598412C,2022 to 2023,30.52
Alfredo,Graham,AB828981C,2022 to 2023,437.00
Rossie,Blick,AB747373C,2022 to 2023,39.01
Concepcion,Sawayn,AB221682C,2022 to 2023,712.79
Germaine,Beer,AB513514C,2022 to 2023,316.83
Mackenzie,Schiller,AB511385C,2022 to 2023,436.33
Joshua,Rempel,AB610373C,2022 to 2023,828.29
Oliver,Ward,AB473191C,2022 to 2023,93.70
Joanie,Connelly,AB449349C,2022 to 2023,589.20
Ethelyn,Swaniawski,AB113442C,2022 to 2023,389.61
Lance,Jakubowski,AB587724C,2022 to 2023,814.86
Rosie,Welch,AB382529C,2022 to 2023,753.62
Guiseppe,Cassin,AB892041C,2022 to 2023,91.15
Layla,Leuschke,AB152964C,2022 to 2023,774.47
Julian,Schiller,AB779553C,2022 to 2023,119.69
Cheyanne,Beatty,AB751475C,2022 to 2023,916.29
Angelina,Bode,AB962919C,2022 to 2023,606.41
Verla,Pagac,AB307960C,2022 to 2023,432.31
Adriel,Weimann,AB725880C,2022 to 2023,637.78
Liliana,Considine,AB560952C,2022 to 2023,967.18
Layne,Cartwright,AB227539C,2022 to 2023,727.72
Sylvia,Spinka,AB604159C,2022 to 2023,574.95
Carley,Schoen,AB240471C,2022 to 2023,767.60
Lea,Schneider,AB158510C,2022 to 2023,328.28
Bettye,Altenwerth,AB697702C,2022 to 2023,216.08
Terrance,Hagenes,AB704298C,2022 to 2023,509.77
Elmore,Marks,AB344225C,2022 to 2023,989.98
Terrill,Rath,AB359356C,2022 to 2023,110.86
